MatNr;Vorname;Nachname;E-Mail;Passwort;Lerngruppenname;LerngruppePasswort;SPO;Fachsemester;Bestandene Teilleistungen;Noch ausstehende Teilleistungen;3D Reconstruction Framework from Multi-View Images (3D-MuVi);Android-Applikation KIT-Mensa-Speiseplan;Assistenztools für den Maschinenbau;ChronoCommand - An Intelligent Web-Based Work Time Tracking Tool;Crowd Control -- Entwicklung von Steuerungsmechanismen für das Crowd Computing;DataDealer - Middelware für die interaktive Visualisierung verteilter Sensoren in WebApps;DataScientist -- benutzerorientierte Analyse großer hochdimensionaler Datenbestände;Der Microsoft Imagine Cup 2016 (nur 4er Teams);Der WorkspaceService - Die smarte Lernumgebung am KIT basierend auf HTML5 und REST;Distributed Camera Network 3D Calibration Suite;Dynamic scheduler for scientific simulations;Echtzeit-Computergrafik in der Spieleentwicklung;Industrie 4.0 und OPC UA;Interaktive Visualisierung von Real-Estate-Daten;Komponenten-Windkanal - Automatisches Ausmessen der Performance von Software-Komponenten;Medienbrowser zur inhaltsbasierten Suche in Bild- und Videodaten;Mobile Reconnaissance Manual -interaktive Assistenz für Erkennungsaufgaben;Modulares Multimedia-Werkzeug zum Testen von Videoencodern;Node.js Bindings for ROOT6 (auf Englisch);OpenID Connect for Linux (auf Englisch);ProfiNet-Modul für das Intrusion-Detection-System Snort;RoboCorder - Aufnahme und Wiedergabe von heterogenen Sensordaten eines humanoiden Roboters;Webapplikation zur Verwaltung Nachbearbeitung und Analyse multispektraler Datensätze
1464387;Jean-Marie;Deininger;a;$2a$10$2S/WDj1nJ2Jlpk3MzlzuP.T0CyG3qkHBz4si4kU8TmgMuxPRKAm5q;40;$2a$10$CspiVTntrAW.1ZGfDoRYQOUPVh3xTj1XM2pcA6nsShQ0IHKMY3XjC;2008;3;LA,Algo,HM,SWT;;3;3;4;6;3;5;5;3;6;3;4;5;3;3;4;7;4;4;5;3;3;3;3;
1551031;Miliu;Siemers;a;$2a$10$jFsE5vT2TxppH8nU7wuG.uxkG3qmG9U.aeYKDl8CRd5f62evwKouC;5;$2a$10$x7ErNxpubnmSdr4z1IVMKOiSUWPFrlL1UkYgqxGsjiigd2X3hoNVS;2008;3;LA,Algo,HM,SWT;;4;6;6;4;4;5;4;4;4;3;5;5;4;4;4;3;4;6;3;6;3;3;3;
1561476;Tareq;Wegmann;a;$2a$10$n6vfcF.cUKgmJ6IbIyxNuO7K1JhsF3gtbKHISEY.YOFE3yXOnWdMu;38;$2a$10$stsgE4lngrRmlh218VYuZ.5dXIIOAVhASOmtucamX3eXpzt1jGfOW;2008;7;LA,Algo,HM,SWT;;3;5;3;7;4;6;3;4;3;4;7;3;4;7;5;3;4;3;5;6;3;5;6;
1582488;Hicran;Meurer;a;$2a$10$lV13B8UwKFhxE/aCJGMuZOeW3UcHQov/OlgHRHV2uTKZqxZxt5Hai;48;$2a$10$qp/SWHmZ0iwNx8E/Xtw7/OENcFWqE2GX5vBi8GTN2vNQWZlKZzDAy;2008;5;LA,Algo,HM,SWT;;3;5;4;7;3;7;3;5;6;7;7;4;7;5;6;5;4;6;4;3;3;3;6;
1583687;Erdmuthe;Kurtz;a;$2a$10$JhtdLJge3b5KaWdtIYtMMusMakxhZcoNB8y8OqyIYbhzMRkSuSPqW;50;$2a$10$vwAjvgMaQOAlSEnYuaQesOdWBxr4WRq.l.x.sv2io60c163z51nei;2008;3;HM,SWT;;4;6;6;7;4;6;4;4;4;6;6;4;4;4;4;7;4;6;6;6;3;4;5;
1584629;Senol;Hake;a;$2a$10$4XNjjq4fEm9e95E9taoKHu1q9J0CP/KsJ0IvO2syr82vj/V078sBS;43;$2a$10$y0.CQr6yD6gUYU6vRjfvlOc2Dg7kQE6GUhPMYmwQ5.K2b8LTysyQa;2008;7;Algo,HM,SWT;;3;3;4;7;3;5;4;5;3;6;6;4;3;6;3;3;4;4;3;5;3;3;3;
1588933;Pavle;Wittich;a;$2a$10$kW2fgqTdQmuYlhQCPygKJe6XLLHCbHmtIhHM/3wKj9FBbVO1oNInW;32;$2a$10$i7VRP/WBm7wkdEFVY1ovNutVEifNC6mG9AXlAWcSIwD5fAEbVGUfy;2008;3;Algo,HM,SWT;;3;3;4;4;3;4;3;3;3;7;3;3;4;5;3;7;4;4;3;3;7;7;6;
1591060;Marlott;Knopf;a;$2a$10$6Ou62sNtqcTJjUYby.YSEOzjSI8ZsKydr7aCRyTh2d0SI7ay2rPVO;42;$2a$10$GrDwQagoeZhWumMlFJl6Me7mPA2AeEZGPjWE5ZXlMJQcarBlwI/3a;2008;5;Algo,HM,SWT;;4;3;7;3;5;3;3;3;3;3;5;7;3;3;4;7;4;5;4;6;3;3;7;
1597350;Adelina;Spiegel;a;$2a$10$C9kQh7gOr4cwOQ3QKGGeW.OhiXnfZ4TanXnfDyCjyo8tOc0ffXSkq;26;$2a$10$s48kAVpIM3mYl5ksqdbBXOWh5dDxcEgTWwiYGTDSlGdhVUmVSDj5y;2008;3;Algo,HM,SWT;;4;6;6;4;4;6;3;5;4;3;5;5;4;4;4;3;4;7;5;6;3;6;5;
1598015;Puric;Mehlhorn;a;$2a$10$4KVh7z46apx1Zd2srlZq9.IuPuUPdJ4Uq0RxAiEykWwhi3OfEKTmC;10;$2a$10$hfQILxiQAY717kms3ecAIOm8A7Vx9tAdLUvKg9Ay4cyTPQ7AQkDh6;2008;3;LA,Algo,HM,SWT;;5;6;5;4;3;6;5;3;4;3;6;5;3;7;3;6;4;6;3;3;3;3;4;
1604870;Jvica;Haupt;a;$2a$10$6e8PUAtGFoW49imAIe50Eu0k.F5OzbtMqFWYoP.XLj/6S3UFXHOp2;46;$2a$10$TbI6OgPJGueaFmAj5jSGmevRDFLiSVSrMjob.7hhZmrvvUuKNEgou;2008;3;LA,Algo,HM,SWT;;6;5;4;7;4;4;4;4;4;3;7;3;4;4;5;7;4;6;3;5;3;3;6;
1605186;Gür;Amann;a;$2a$10$htgu5vzp9L0YyJzsR/Vuh.VerEhBhX7Biz1gDQCrhw9wlHU4f5NAe;16;$2a$10$awm/GKoWUabekfNq9i51tOw3SnUp5VR4wzeIdeKEy1v4xwzYEktFK;2008;3;LA,Algo,HM,SWT;;6;4;6;7;3;7;5;4;6;3;6;4;3;7;3;7;4;6;4;6;3;3;4;
1612340;Jamil;Knabe;a;$2a$10$Xj9ggVRYJ8ptkX7oICKUSegrKiICTdiAtLNuU8kN/7M80Awkofa6e;29;$2a$10$ECXKcZ/qoZCrxXg9RPgEUu3tuRT17s/aCofYAL3VPwEYA/YkCkPSK;2008;3;LA,Algo,HM,SWT;;4;5;7;7;4;6;3;3;4;3;4;4;3;3;3;6;4;7;6;4;3;3;3;
1618947;Inac;Kreutzer;a;$2a$10$GSBcsspo.Tetbh1dQWkF.uK7Y/5DMwBcHxEi54YIFtSwzuhDPFNW2;11;$2a$10$0SOLCoBCIapOldll77CHBOq1vZvPeARHbz1jdIkpsepbLFLL0XGby;2008;3;LA,Algo,HM,SWT;;6;5;4;6;4;6;3;5;4;7;6;5;5;7;4;5;4;6;4;5;4;5;5;
1619466;Cafar;Kettler;a;$2a$10$hREy1bashuPt5i.H2TzSKuM1zq5VwYulSpxg3lL92cS40z6QyH5jS;51;$2a$10$ual7KaSPCqZEwq9sQ94F9Oa.yxDoHS6gzeNQFOn6hCQ9FI4a7UkVK;2008;3;LA,Algo,HM,SWT;;3;4;3;3;3;3;6;3;4;5;3;4;3;4;3;5;4;5;3;3;4;5;7;
1620788;Vishwadeep;Heinzelmann;a;$2a$10$UU51dQ61YeYjGE.6/.4EBe70mW2Np0.hv2AP9O0hOHd06wQ1aOtzO;;;2008;3;LA,Algo,HM,SWT;;6;6;5;4;5;5;4;5;5;6;3;4;5;4;4;4;4;5;4;5;5;4;7;
1623446;Panajiotis-Takis-Mario;Radtke;a;$2a$10$.rh9UjniPG.YcSRxgaDtLO6ZZ/eRjf2TKxwR/t9HTnHZA/U.DvYXS;;;2008;7;LA,Algo,HM,SWT;;5;4;3;7;3;6;6;4;6;5;7;3;3;5;3;3;4;5;5;3;3;5;6;
1627030;Beijen;Zenker;a;$2a$10$zr9WOtAMrIo/95FdEIlxFeA2DbP6n8JpqjqlfqY0LkZcgE60E0QGS;32;$2a$10$i7VRP/WBm7wkdEFVY1ovNutVEifNC6mG9AXlAWcSIwD5fAEbVGUfy;2008;3;LA,Algo,HM,SWT;;3;3;4;4;3;4;3;3;3;7;3;3;4;5;3;7;4;4;3;3;7;7;6;
1629876;Evi;Römer;a;$2a$10$pU2W3hx9ik87O2U.JXM78eBuwMXZSOg.jRSj6f8ffxHYcFPraQWBS;41;$2a$10$JPLybTXG1IUYXeawKUYe4unjaUKw3..qq2VpqSXZMXPbafpBGs/SW;2008;5;Algo,HM,SWT;;4;6;4;6;5;7;3;5;5;3;6;7;3;6;6;7;4;3;3;5;4;4;7;
1633637;Sabina;Kretz;a;$2a$10$be9Cs3lOn5wXVR4L2OJ9Aua5AI1leTx23yK5AfvJV4uOuIoQvXgAe;49;$2a$10$c6m7Ixhk.pd10etjsfxxhu.D.G1mx/BZHkAhwBYaK0WR0QIiDn4vC;2008;3;Algo,HM,SWT;;5;6;6;7;3;6;5;3;5;4;4;3;3;4;3;3;4;6;4;3;4;3;3;
1644076;Ankica;Gruber;a;$2a$10$nD4ckpdyqykLiI6jeNW9YOah5PJwvApBmUGJGnxFIpeg5iIgmcgmm;37;$2a$10$tfYM1yq1sfLfIqql4Pj68OjxFnf28xzI3/UTFTjed42IOcHdSBkGu;2008;3;LA,Algo,HM,SWT;;5;5;5;6;4;6;5;3;4;3;7;5;3;3;6;5;4;6;3;4;3;3;6;
1650725;Vincenzo;Winkel;a;$2a$10$ImKfemONwleGFNNg2AW19e0MyFJtLr3rsDD/FZUSHWYdffdTRi5SS;;;2008;5;LA,Algo,HM,SWT;;5;7;6;4;3;5;4;5;5;3;5;4;4;5;3;5;4;5;5;4;3;4;4;
1652209;Astrid-Marion;Küsters;a;$2a$10$XB7rANc0nxYlDmLi7T50Se31IqDz.ir/NsURu0cbwWEOaXDFIzyIG;;;2008;3;Algo,HM,SWT;;6;4;5;7;6;6;7;4;6;7;6;4;4;7;5;5;4;4;6;6;4;4;5;
1656592;Stergiani;Lanz;a;$2a$10$NzuxTujfAsNGFZgb/I9tTO61y0GrmxqBP1L2qJrox3T.zxpg4i496;1;$2a$10$v8spsiC.9gigJ8sRiRtHuOKNRduvTX/ad0cfvxw6p6sHsD3QbkVCC;2008;5;HM,SWT;;3;5;7;6;3;5;5;5;5;5;4;7;3;7;3;6;4;6;6;4;3;3;5;
1658158;Mihail;Warnke;a;$2a$10$GpL4DkSKFFk2vsQmN/r7oO4z8t.jMQqd5K7g.A2DRX8zhDMadCTGi;46;$2a$10$TbI6OgPJGueaFmAj5jSGmevRDFLiSVSrMjob.7hhZmrvvUuKNEgou;2008;3;LA,HM,SWT;;6;5;4;7;4;4;4;4;4;3;7;3;4;4;5;7;4;6;3;5;3;3;6;
1660505;Nurudin;Fellner;a;$2a$10$2IBktFlj0wdCVwesY/Ejm.l0B1gVgStzT2d/KVDeDGaDS24UIk0tq;50;$2a$10$vwAjvgMaQOAlSEnYuaQesOdWBxr4WRq.l.x.sv2io60c163z51nei;2008;3;LA,Algo,HM,SWT;;4;6;6;7;4;6;4;4;4;6;6;4;4;4;4;7;4;6;6;6;3;4;5;
1674713;Manzi;Bellmann;a;$2a$10$T5WF381BUQd004Ue9JvN5.IKSYVmrws6CJyrekcYL3JW3wQYpG7By;51;$2a$10$ual7KaSPCqZEwq9sQ94F9Oa.yxDoHS6gzeNQFOn6hCQ9FI4a7UkVK;2008;3;Algo,HM,SWT;;3;4;3;3;3;3;6;3;4;5;3;4;3;4;3;5;4;5;3;3;4;5;7;
1696887;Jana;Timmermann;a;$2a$10$QDo97fzLu3t8rFbxZAv/UOqk7aJ1RxQx57cZkQEf.6ppb.b5xm.J6;;;2008;5;LA,HM,SWT;;5;6;5;7;5;7;4;4;5;4;7;3;3;7;6;5;4;5;5;3;3;3;4;
1698410;Mabel;Braune;a;$2a$10$Pn6i3E.khfjK63/BEReBj.905sZ27lqUr0RkAC8w1sI/94nSpyGgy;;;2008;3;Algo,HM,SWT;;3;4;6;3;3;4;3;3;3;7;3;4;4;7;3;3;4;5;4;3;3;5;6;
1709968;Karoly;Holland;a;$2a$10$C6qLUqNUBfaQAuV1zRhru.QdoS6CZ4WeReUQ78kr/uExhc.B1Lqqy;23;$2a$10$W1HlhXiuzBEbcbRszaPBpub1r2hSDd.V720L2oDO9mTgW6lh/ZKrC;2008;3;LA,Algo,HM,SWT;;6;4;3;7;4;5;3;3;3;4;3;3;3;6;3;4;4;4;6;7;3;3;4;
1712834;Dannle;Keil;a;$2a$10$hLEYprHuO0Y9Is7i54BaBOs0GvogiUq1LScx52ScwmlB0pA6hBSfq;44;$2a$10$BBnfyXOTQ9JCKKfa6umheud5WU89kxmS4blGJdlNdHgLGbxdtJRQG;2008;3;LA,Algo,HM,SWT;;3;4;6;3;3;3;3;5;3;6;3;6;5;3;5;3;4;7;3;4;5;4;6;
1719914;Jürge;Möckel;a;$2a$10$7QpMfRvYbIA3jWUJc36k9OKYX5E1VCPYcrz6obQFPGnj1gLarCkHO;;;2008;3;Algo,HM,SWT;;5;6;5;7;3;5;3;5;3;6;7;5;5;7;4;7;4;4;5;4;3;3;5;
1724258;Sandra;Sachs;a;$2a$10$YHsfvWSGVvj.5M0zwwYEEeHM4B.m.qhHvP57H.B5Z3150jh4DumoW;8;$2a$10$eRwYhBmZ9FOsD/y49VZ7Ou4gh85rNiGlOSg1t6TWYjBqb/3HmUy2y;2008;3;Algo,HM,SWT;;5;7;5;6;5;3;4;4;4;6;3;5;3;4;7;7;4;6;6;7;3;3;6;
1730818;Lutz-Bernd;Brenner;a;$2a$10$reVsGkW1WKZTKydU72NZielquwdOFvluUevqhUtpj2nllTXZnfJea;26;$2a$10$s48kAVpIM3mYl5ksqdbBXOWh5dDxcEgTWwiYGTDSlGdhVUmVSDj5y;2008;3;Algo,HM,SWT;;4;6;6;4;4;6;3;5;4;3;5;5;4;4;4;3;4;7;5;6;3;6;5;
1740520;Hargobinderam;Rieger;a;$2a$10$XEcy9.IfKtPb0vcNcCgDS.oCRx6KvjWmK9Fc6Z68ILfsHGEoneQrS;;;2008;3;LA,Algo,HM,SWT;;4;4;5;6;4;5;4;4;4;5;5;4;4;5;4;7;4;5;5;4;4;5;7;
1750409;Nazif;Manthey;a;$2a$10$qXNySzcW5hkgfstC2xpny.mu3CyqU/JfIsc1eMbejjr.eQ.pikiW6;10;$2a$10$hfQILxiQAY717kms3ecAIOm8A7Vx9tAdLUvKg9Ay4cyTPQ7AQkDh6;2008;3;LA,Algo,HM,SWT;;5;6;5;4;3;6;5;3;4;3;6;5;3;7;3;6;4;6;3;3;3;3;4;
1752070;Volkmar;Walker;a;$2a$10$rbwflaQAzjwJwF0Y0G6jdOxhsNEd23IW9HuhrSaDexYHyMiqXsbCG;10;$2a$10$hfQILxiQAY717kms3ecAIOm8A7Vx9tAdLUvKg9Ay4cyTPQ7AQkDh6;2008;3;LA,Algo,HM,SWT;;5;6;5;4;3;6;5;3;4;3;6;5;3;7;3;6;4;6;3;3;3;3;4;
1766798;Damaris;Grau;a;$2a$10$DAxDYwscbi2z4PmzAhB3GOiLsbBesvOtlHCjOpqn5i3hyoQMYbhn.;38;$2a$10$stsgE4lngrRmlh218VYuZ.5dXIIOAVhASOmtucamX3eXpzt1jGfOW;2008;3;Algo,HM,SWT;;3;5;3;7;4;6;3;4;3;4;7;3;4;7;5;3;4;3;5;6;3;5;6;
1772277;Petito;Wachter;a;$2a$10$zVaNyPecjHCUuXBumxeHi.krt3ixpPg87tCKpNIrrlxB0zvw4EUee;2;$2a$10$VBw8nkD6w7x8mSu9mICsUOONcpip0Gvcm1K7SqjB5Lr//y3.O0iz2;2008;3;Algo,HM,SWT;;4;5;5;7;5;7;7;4;7;3;7;5;4;4;5;4;4;4;6;5;4;4;6;
1774052;Abid;Sigl;a;$2a$10$2S2xcwMjWXguEmOh.sv43O8BAVBwAyWCGxtty8OpgRGUwgjy0crMO;21;$2a$10$9X4oUug7PN5hKdJcNsUdcuglhg1vsDKrX/do1GJZYtF6Zx4ey7Nwq;2008;3;LA,Algo,HM,SWT;;3;4;4;5;3;6;6;3;3;7;5;3;3;6;3;6;4;4;3;3;3;3;5;
1775528;Monika;Seitz;a;$2a$10$r5YurQ8QmhRW3EYZgnwTNOt/3HrIGz.YDDWhOa7KxLKKJcPgIqo.W;;;2008;3;LA,Algo,HM,SWT;;5;4;4;7;3;3;5;4;5;3;6;4;3;5;3;4;4;5;4;4;3;3;4;
1834916;Fanny;Boll;a;$2a$10$QDfAYe0JrJZ.xwrDS5hfteD4Qo7vtwE2G4fLbKIlxTVj0T.Ub8vYC;;;2008;3;LA,Algo,HM,SWT;;4;7;7;3;5;4;3;5;5;3;4;5;6;7;5;4;4;6;4;6;5;6;5;
1844474;Gisele;Neher;a;$2a$10$DhPdpb2vO4Q3K2FRMU6GPelBzTkTBCUfv51WxJe.WLFimS9eT10RS;44;$2a$10$BBnfyXOTQ9JCKKfa6umheud5WU89kxmS4blGJdlNdHgLGbxdtJRQG;2008;3;LA,Algo,HM,SWT;;3;4;6;3;3;3;3;5;3;6;3;6;5;3;5;3;4;7;3;4;5;4;6;
1844568;Saveta;Benner;a;$2a$10$oidueZ1NKAn6CVAqdsLVFOAkZLHzw6GCsmWUWivosQ3IFY1EITLRC;45;$2a$10$YeqPyT57Bz7MMicNZtQiKOU9H4hKFcd4Jr2tvhfF3MFcRQYq395TW;2008;3;LA,Algo,HM,SWT;;3;6;6;5;3;5;3;6;3;4;4;7;3;6;3;4;4;6;3;6;6;7;7;
1855997;Helm;Laufer;a;$2a$10$SSGohFj/tpht5uK5mT7pAuqsJLmjKHyEBTr81igbdlch7Tuu3q4Jy;29;$2a$10$ECXKcZ/qoZCrxXg9RPgEUu3tuRT17s/aCofYAL3VPwEYA/YkCkPSK;2008;3;Algo,HM,SWT;;4;5;7;7;4;6;3;3;4;3;4;4;3;3;3;6;4;7;6;4;3;3;3;
1785069;Manzoorul-Haqu;Fuhr;a;$2a$10$TWpseknN4rca.iJKJnaRy.qMMfYMEG1B90a3rMbC52hUmQL0hAQ/i;13;$2a$10$uJN6KVykT/oB0pOd42TmpuNZtB7YA54NRNaLLI3ezmyGZgPtdH8VC;2008;3;Algo,HM,SWT;;3;7;6;5;5;5;3;4;5;6;3;4;3;4;4;7;4;3;4;6;4;4;3;
1787415;Fazaneh;Küpper;a;$2a$10$KSRfMJVKCT5baHTkjvfFe.hGrwkZgf6pE6I6TVz5Qwt7Fs37A07Ye;46;$2a$10$TbI6OgPJGueaFmAj5jSGmevRDFLiSVSrMjob.7hhZmrvvUuKNEgou;2008;3;LA,Algo,HM,SWT;;6;5;4;7;4;4;4;4;4;3;7;3;4;4;5;7;4;6;3;5;3;3;6;
1788634;Rebecca;Reineke;a;$2a$10$LW1tooJuLmaqjy3rEY96r.EAgSoxIFxFGGhdQAWRU9faeN7SGcv3K;39;$2a$10$mTibm/KlLc.9jOg4Soeq7.28ipeojpejc2r.rM3Qx7lN0VUqApOCG;2008;3;Algo,HM,SWT;;3;3;6;7;3;6;3;6;6;5;6;5;4;6;3;7;4;5;4;3;3;3;6;
1788742;Buyar;Seiler;a;$2a$10$OHh9W9YLSu311N99eOhOLOeIGkalAU7yd5ytuSSH9rqq4x3.3sFbm;48;$2a$10$qp/SWHmZ0iwNx8E/Xtw7/OENcFWqE2GX5vBi8GTN2vNQWZlKZzDAy;2008;5;LA,Algo,HM,SWT;;3;5;4;7;3;7;3;5;6;7;7;4;7;5;6;5;4;6;4;3;3;3;6;
1791564;Manoubia;Miller;a;$2a$10$EtoEpDUEhaeBQTK2P.uDq.v.TM6sKf86w1qvDLVfozmat28xyG.oW;;;2008;6;HM,SWT;;4;6;4;5;5;5;4;4;5;6;5;4;3;7;4;6;4;5;4;4;3;3;6;
1793391;Soudabeh;Ehrenberg;a;$2a$10$z0f8jd0R4EnhJgl16O57tOgIA0tQD6BFrmCnJ01YDI4xsPY4J/roa;24;$2a$10$pmEpxbQ3x2M.dQYPCTwuaOzvbtqc7cnIRy.BkqV54cW/qiXBMS4mG;2008;3;LA,Algo,HM,SWT;;5;5;3;4;5;6;4;5;6;4;5;3;3;6;5;6;4;7;5;7;3;4;6;
1799651;Konstantine;Benz;a;$2a$10$paHgkshOX518FNcA5kof3eR/x2UBpcdmcyEk6IMVXK98UU5Z1BAmW;36;$2a$10$pAjPTDSHUFL1gujkBn7lHuMgz/ay/iBTca5/70oulQbafb7LTDCSa;2008;3;LA,Algo,HM,SWT;;3;3;6;7;3;5;4;4;4;3;5;4;3;6;3;6;4;5;5;3;3;3;6;
1805345;Greta;Knobloch;a;$2a$10$SNW7WeE7WIvNvT3vzYZ24OhRjSFIr.eVK/hE2QTLX45kaKINVx26i;44;$2a$10$BBnfyXOTQ9JCKKfa6umheud5WU89kxmS4blGJdlNdHgLGbxdtJRQG;2008;3;LA,Algo,HM,SWT;;3;4;6;3;3;3;3;5;3;6;3;6;5;3;5;3;4;7;3;4;5;4;6;
1806396;Gabriele-Maria;Schmidt;a;$2a$10$tux6fuMM5O9N5y8Tfp5mselvaaufHQP2m71NoudYCdNEaLv35ysfS;;;2008;5;LA,Algo,HM,SWT;;5;5;5;4;4;5;4;4;6;3;5;5;3;5;5;5;4;5;6;6;3;3;6;
1807606;Borka;Schlichting;a;$2a$10$D0npkI5QSEt/xrny5vW1eOA1mMEUofPvxypU0l9rayB2jPzdpKcGO;;;2008;7;HM,SWT;;6;6;4;7;3;5;4;6;4;5;6;5;4;6;4;6;4;5;5;5;5;4;3;
1808333;Manutscher;Klumpp;a;$2a$10$nyeym0LHvEbcPPGmhJRfheZSsBYLbPKAhbviSbdfD42u/04ecXiWO;29;$2a$10$ECXKcZ/qoZCrxXg9RPgEUu3tuRT17s/aCofYAL3VPwEYA/YkCkPSK;2008;3;LA,Algo,HM,SWT;;4;5;7;7;4;6;3;3;4;3;4;4;3;3;3;6;4;7;6;4;3;3;3;
1809601;Vesela;Thiede;a;$2a$10$NhSahlmw1ruPXyCro9fu.O1UgaVtr8Y2mx908AVQbmBGlbAE6X5NS;17;$2a$10$lDLFarWipk/PlmYiNwl6X.T13ntlvATE9OlGQjxVT.UtQzn8sayJC;2008;5;HM,SWT;;4;5;3;6;4;7;5;5;5;4;5;3;7;5;4;4;4;3;3;3;6;5;4;
1819313;Peker;Wiemer;a;$2a$10$7GrOJVIExvwDfp3vr1BRCO6d/zKBjSB9oe6mRYFsnzOquLNWTwnA2;45;$2a$10$YeqPyT57Bz7MMicNZtQiKOU9H4hKFcd4Jr2tvhfF3MFcRQYq395TW;2008;7;HM,SWT;;3;6;6;5;3;5;3;6;3;4;4;7;3;6;3;4;4;6;3;6;6;7;7;
1825007;Dejan;Baumgartner;a;$2a$10$C7mer.RqU3ouZj0x5/eKHu8e66djYtyPHDc1dJX44jJr9A7lXMwoa;29;$2a$10$ECXKcZ/qoZCrxXg9RPgEUu3tuRT17s/aCofYAL3VPwEYA/YkCkPSK;2008;3;HM,SWT;;4;5;7;7;4;6;3;3;4;3;4;4;3;3;3;6;4;7;6;4;3;3;3;
1826004;Atila;Metz;a;$2a$10$tYNA4GRPyo8st9Tb/aFl8enq9SrJTJcHIhhPSzZDMv4.Hcn3LoOvq;3;$2a$10$sqduozRkszM8tMUUaTC6W.9EIWYp/MBNqFrQBQeTz45T.j3AZldVS;2008;5;LA,Algo,HM,SWT;;3;3;5;3;3;4;3;3;3;3;5;5;7;3;4;3;4;5;3;4;6;7;7;
1826618;Paul-Heinz;Knittel;a;$2a$10$0eZAjCJfg4yJf2OfQIcm7OXYkJYQ3px3M3jteTmJDMI3M5SdsN5i6;;;2008;4;LA,Algo,HM,SWT;;3;6;6;6;7;6;6;5;5;3;7;3;3;5;6;7;4;6;5;4;3;3;4;
1861490;Selam;Kleinert;a;$2a$10$C7YPBJOBdJ/lrKLu8Wzt4u0DAW7NNg3OoyQedJdlFpJKw/nB63xJi;32;$2a$10$i7VRP/WBm7wkdEFVY1ovNutVEifNC6mG9AXlAWcSIwD5fAEbVGUfy;2008;3;Algo,HM,SWT;;3;3;4;4;3;4;3;3;3;7;3;3;4;5;3;7;4;4;3;3;7;7;6;
1864682;Leiwes;Bülow;a;$2a$10$oC7BUwOfnaaH3dDFVoVzw.RXyT/P.PS7GwEqHTWonJqAJMw8dnXt.;25;$2a$10$5coRegyCFR/GTrZszTf7/eCNuqU/0t.5okVvSVA/8/VbBAQDuWaMO;2008;3;LA,Algo,HM,SWT;;5;5;7;7;3;6;4;5;4;4;6;6;3;6;4;6;4;7;5;5;3;3;3;
1869874;Jakup;Kerber;a;$2a$10$4ZmTOD9o7cfsxWdV/X0Kl.4LYwBayx6AiBitEfSjTNDZxJDJ8sJ5S;5;$2a$10$x7ErNxpubnmSdr4z1IVMKOiSUWPFrlL1UkYgqxGsjiigd2X3hoNVS;2008;3;LA,Algo,HM,SWT;;4;6;6;4;4;5;4;4;4;3;5;5;4;4;4;3;4;6;3;6;3;3;3;
1879521;Jelenka;Deckert;a;$2a$10$Xw9A9QXmoZA2tvN/j0go0.B4UqSt2PzXKB7/bvTIBNns7/AocAEVO;30;$2a$10$SlEt5p1v7/c2dqiSQwXzWOz5iLWW6HGRSX/Rv3yEJ0mJMTXvxzAd2;2008;3;Algo,HM,SWT;;4;5;3;7;4;7;3;6;5;4;7;4;5;7;7;6;4;7;6;3;4;5;7;
1889289;Asisa;Moldenhauer;a;$2a$10$rQogMhRkUv3Vi1nQ7vXApethkdVF80vMzhA.oPp3g8307crW3OVwW;35;$2a$10$JJLUQGINf5XJc1t95E9X9.GfR2JwFCS7sLTuyIo0/2uUqJMKR0x12;2008;3;LA,Algo,HM,SWT;;5;5;5;7;5;6;3;5;3;5;5;5;3;5;5;6;4;6;6;5;3;3;6;
1893338;Krzystof;Gehrig;a;$2a$10$QFSTG6opldtmARKJaomgU.sfa5Gwf5AZa..XKbzGthK8HKfbsXKna;;;2008;5;LA,Algo,HM,SWT;;3;3;6;6;6;3;4;3;4;3;6;7;3;3;6;3;4;7;7;3;3;3;6;
1893940;Ehrenfried;Neumüller;a;$2a$10$Pc8aWZFlMBg1rFFHbyQaO.YG9N9zcMbn0OVCsF1H1AQvM0ZTmvdDW;47;$2a$10$Dr6D0PowIMj9KlnRQGvFCOC59kF.N/gCVB7WpuSoPImz/pA5hxH8q;2008;3;Algo,HM,SWT;;4;4;7;6;5;3;4;3;3;3;7;5;3;6;5;7;4;6;5;4;3;3;7;
1897625;Roslin;Zinke;a;$2a$10$J4Fx0oJ18TPJ/p7sI4T2u.tDl0e9ELGKNB3.ZF.5ksYZOxAk7OfKK;;;2008;5;LA,Algo,HM,SWT;;5;5;6;6;4;5;5;5;5;5;6;6;3;7;4;5;4;5;5;6;3;3;6;
1915750;Herold;Feldmeier;a;$2a$10$tBfr/sxW8oUomeILs2jZyew75p1/ruQwoHtTs12Zm1D5VBxvd9LG6;;;2008;7;Algo,HM,SWT;;4;3;3;7;4;4;3;3;5;3;6;5;3;3;5;3;4;6;6;3;3;3;5;
1915752;Jsljami;Schaffrath;a;$2a$10$ATQo330A3X3fX4AEM/ICVuaMYLwPL4NDFFrBFjbtH64b0GmOsx4fG;;;2008;5;HM,SWT;;3;4;4;7;3;7;4;5;4;3;5;3;4;5;7;5;4;5;3;4;4;4;6;
